Channel,Product,Smoker,Joint?,Person1 Age,Term,TotalPremium,Sale,JF (Score),EF (No. of people not same surname at current address),ND (Months since last CCJ)
Direct,Decreasing,Y,N,46.0,20,32.68,0,550,0,1
Direct,Level with CI,Y,N,44.0,5,53.8,0,523,0,0
Direct,Level with CI,Y,N,43.0,20,45.92,0,523,0,0
MSM,Level,N,Y,47.0,5,53.8,0,523,0,0
Direct,Decreasing,N,N,56.0,20,109.54,0,523,0,0
CTM,Level,Y,N,35.0,20,51.0,0,523,0,0
Direct,Decreasing with CI,N,N,53.0,20,4.93,0,9999,1,1
Direct,Level,Y,N,51.0,20,68.7,0,560,0,1
CTM,Decreasing accelerated,N,Y,40.0,30,41.72,0,560,0,1
CTM,Level accelerated,Y,N,63.0,30,41.72,0,560,0,1
CTM,Decreasing,N,N,40.0,30,40.2,0,560,0,1
CTM,Level,N,N,45.0,20,45.97,0,587,0,1
Direct,Level,N,N,47.0,5,10.38,0,489,1,1
CTM,Decreasing with CI,Y,Y,38.0,40,7.45,0,489,1,1
CTM,Decreasing with CI,Y,N,45.0,20,8.71,0,489,1,1
Direct,Level,Y,N,47.0,30,53.36,0,551,0,1
Direct,Level,N,N,46.0,10,53.36,0,551,0,1
CTM,Level with CI,Y,Y,45.0,30,37.97,1,9999,1,1
Direct,Decreasing,N,Y,42.0,5,37.97,1,9999,1,1
MSM,Decreasing,Y,N,33.0,15,37.97,1,9999,1,1
Direct,Level,Y,Y,45.0,20,10.0,0,553,0,1
CTM,Decreasing with CI,Y,N,44.0,20,15.0,0,553,0,1
Direct,Level with CI,Y,N,57.0,20,15.0,0,553,0,1
Direct,Decreasing,N,Y,44.0,20,20.03,1,9999,1,1
CTM,Level with CI,Y,Y,44.0,20,29.62,1,9999,1,1
Direct,Level,Y,N,61.0,20,17.97,1,9999,1,1
MSM,Level,N,Y,46.0,20,20.03,1,9999,1,1
Direct,Decreasing accelerated,Y,Y,54.0,30,26.59,0,9999,1,1
MSM,Decreasing accelerated,N,N,37.0,20,24.3,0,9999,1,1
CTM,Decreasing with CI,Y,N,40.0,15,22.6,0,9999,1,1
CTM,Decreasing accelerated,Y,N,24.0,30,17.55,0,9999,1,1
Direct,Level with CI,Y,Y,55.0,30,22.56,0,9999,1,1
CTM,Level,Y,Y,43.0,20,18.35,0,9999,1,1
Direct,Level,N,N,53.0,30,18.35,0,9999,1,1
CTM,Level,N,Y,53.0,15,22.56,0,9999,1,1
MSM,Decreasing,Y,Y,49.0,15,38.67,0,549,0,1
MSM,Level,N,N,29.0,10,38.67,0,549,0,1
MSM,Level,Y,N,46.0,15,32.68,0,550,0,1
CTM,Level,Y,N,48.0,10,277.32,0,9999,1,1
MSM,Level,N,N,41.0,20,277.32,0,9999,1,1
MSM,Decreasing with CI,Y,Y,39.0,20,51.0,0,523,0,0
Direct,Level with CI,N,Y,51.0,10,91.24,0,523,0,0
MSM,Level,Y,Y,44.0,5,66.26,0,523,0,0
Direct,Decreasing,Y,N,40.0,15,25.24,0,579,0,1
Direct,Level,Y,N,47.0,10,25.24,0,579,0,1
CTM,Decreasing,N,Y,42.0,30,18.13,0,572,0,1
MSM,Decreasing,N,N,42.0,5,7.2,0,551,0,1
CTM,Level,Y,N,53.0,20,10.56,0,551,0,1
CTM,Level,Y,N,33.0,20,11.37,0,551,0,1
Direct,Level,N,N,55.0,40,10.64,0,551,0,1
MSM,Decreasing with CI,N,Y,52.0,30,10.56,0,551,0,1
MSM,Level,Y,N,35.0,30,18.35,0,9999,1,1
CTM,Level,Y,Y,50.0,30,36.02,0,9999,1,1
CTM,Level with CI,N,Y,39.0,10,11.64,0,564,0,1
Direct,Decreasing with CI,N,N,49.0,20,11.64,0,564,0,1
Direct,Level with CI,Y,Y,54.0,25,11.76,0,564,0,1
CTM,Level with CI,Y,N,50.0,10,112.86,0,9999,1,1
MSM,Level with CI,Y,N,44.0,20,105.53,0,9999,1,1
Direct,Level,Y,Y,61.0,30,9.1,0,566,0,1
MSM,Decreasing with CI,Y,Y,45.0,30,5.36,0,9999,1,1
CTM,Decreasing with CI,Y,Y,56.0,20,46.38,0,545,0,1
CTM,Level,Y,N,49.0,20,18.38,0,568,0,1
CTM,Decreasing accelerated,Y,Y,39.0,10,18.38,0,568,0,1
CTM,Decreasing,Y,Y,44.0,30,18.38,0,568,0,1
CTM,Level with CI,Y,Y,36.0,5,14.43,0,509,1,1
Direct,Decreasing with CI,Y,N,40.0,30,14.43,0,509,1,1
CTM,Level with CI,N,N,42.0,5,73.64,0,564,0,1
MSM,Decreasing,N,N,35.0,30,14.95,0,564,0,1
CTM,Level,Y,N,47.0,20,38.59,0,564,0,1
MSM,Level with CI,Y,Y,43.0,30,14.95,0,564,0,1
CTM,Level,Y,N,33.0,20,55.15,0,549,0,1
MSM,Level,N,N,50.0,20,55.15,0,549,0,1
CTM,Level,N,Y,44.0,20,24.1,1,581,0,1
Direct,Decreasing with CI,Y,Y,19.0,30,24.1,1,581,0,1
Direct,Level with CI,N,N,35.0,30,24.1,1,581,0,1
Direct,Level with CI,Y,Y,45.0,5,24.1,1,581,0,1
Direct,Level,N,Y,43.0,20,24.1,0,581,0,1
Direct,Level,Y,N,39.0,20,30.01,0,570,0,1
CTM,Decreasing with CI,N,Y,43.0,20,30.01,0,570,0,1
CTM,Decreasing,N,N,51.0,15,40.0,0,570,0,1
CTM,Level,N,N,34.0,10,15.0,0,570,0,1
MSM,Decreasing,Y,Y,42.0,30,35.15,1,575,0,1
CTM,Level,Y,N,37.0,20,34.45,1,575,0,1
CTM,Decreasing,N,N,56.0,10,37.95,1,575,0,1
MSM,Level with CI,N,N,34.0,20,36.78,1,575,0,1
CTM,Level,Y,Y,38.0,30,35.61,1,575,0,1
Direct,Decreasing with CI,Y,Y,33.0,30,12.35,0,539,0,1
CTM,Level,Y,N,39.0,30,10.47,0,539,0,1
MSM,Level,N,N,45.0,10,17.75,0,539,0,1
CTM,Level with CI,N,N,37.0,5,12.35,0,539,0,1
CTM,Level,N,N,33.0,5,12.35,0,539,0,1
MSM,Decreasing with CI,Y,Y,54.0,30,12.35,0,539,0,1
CTM,Decreasing,N,Y,43.0,20,12.35,0,539,0,1
Direct,Decreasing with CI,N,Y,40.0,20,8.56,0,539,0,1
CTM,Decreasing with CI,Y,Y,54.0,20,8.56,0,539,0,1
CTM,Level,N,N,53.0,10,38.95,0,531,0,1
CTM,Level,Y,Y,36.0,30,38.32,0,531,0,1
Direct,Decreasing,Y,N,52.0,20,39.6,0,531,0,1
Direct,Level with CI,N,N,45.0,40,38.32,0,531,0,1
CTM,Decreasing,N,N,44.0,15,30.26,0,9999,1,1
CTM,Decreasing,Y,N,41.0,15,126.31,0,9999,1,1
MSM,Level accelerated,N,N,23.0,30,126.31,0,9999,1,1
CTM,Level,N,N,35.0,20,35.61,1,575,0,1
Direct,Level,N,N,43.0,10,35.61,1,575,0,1
MSM,Level,Y,N,45.0,20,35.38,1,575,0,1
MSM,Decreasing,Y,N,46.0,40,32.12,1,575,0,1
CTM,Level accelerated,N,Y,42.0,30,37.95,1,575,0,1
CTM,Level,Y,Y,52.0,10,37.46,1,575,0,1
CTM,Level accelerated,N,N,39.0,25,40.43,1,575,0,1
CTM,Level,Y,N,45.0,20,37.94,0,562,0,1
MSM,Level with CI,N,N,32.0,30,14.95,0,564,0,1
MSM,Level with CI,Y,Y,50.0,20,29.72,0,555,0,1
CTM,Decreasing accelerated,Y,Y,46.0,5,26.08,0,555,0,1
CTM,Decreasing,Y,Y,52.0,20,10.0,0,555,0,1
CTM,Level with CI,N,Y,42.0,20,15.0,0,555,0,1
Direct,Decreasing accelerated,N,Y,50.0,30,15.0,0,555,0,1
MSM,Level,Y,Y,44.0,5,18.91,0,555,0,1
Direct,Decreasing with CI,N,N,60.0,20,30.0,0,555,0,1
MSM,Level,N,Y,56.0,20,18.79,0,555,0,1
CTM,Decreasing with CI,Y,N,59.0,20,17.58,0,555,0,1
CTM,Level,Y,N,54.0,30,75.54,0,560,0,1
CTM,Level,N,N,57.0,25,55.82,0,545,0,1
CTM,Level,N,Y,48.0,30,49.38,0,545,0,1
CTM,Decreasing with CI,Y,Y,34.0,40,49.38,0,545,0,1
Direct,Decreasing with CI,Y,Y,46.0,35,58.82,0,545,0,1
Direct,Level accelerated,N,N,29.0,10,46.38,0,545,0,1
MSM,Decreasing with CI,Y,N,48.0,20,20.01,0,556,0,1
Direct,Level,Y,N,52.0,20,20.06,0,556,0,1
MSM,Level with CI,N,Y,54.0,20,5.9,0,479,1,1
MSM,Decreasing accelerated,N,N,51.0,10,5.9,0,479,1,1
MSM,Decreasing,Y,N,43.0,30,5.9,0,479,1,1
MSM,Decreasing with CI,N,N,23.0,5,75.54,0,560,0,1
CTM,Level,Y,Y,47.0,10,75.54,0,560,0,1
MSM,Decreasing,N,N,47.0,20,75.54,0,560,0,1
Direct,Level with CI,Y,N,52.0,40,112.51,0,557,0,1
CTM,Level,N,N,51.0,30,40.28,0,557,0,1
Direct,Level,N,N,46.0,40,18.79,0,555,0,1
Direct,Level,Y,N,51.0,30,22.43,0,555,0,1
CTM,Level,Y,Y,23.0,25,20.0,0,582,0,1
Direct,Level,N,N,61.0,30,20.0,0,582,0,1
MSM,Level with CI,Y,N,33.0,20,20.02,0,557,0,1
CTM,Decreasing with CI,Y,N,49.0,5,9.8,0,557,0,1
Direct,Level,N,N,32.0,5,8.09,1,522,0,1
Direct,Level,Y,Y,42.0,10,8.79,1,522,0,1
MSM,Decreasing,N,N,52.0,20,75.54,0,560,0,1
CTM,Decreasing with CI,Y,N,50.0,30,75.54,0,560,0,1
MSM,Decreasing with CI,N,N,51.0,20,22.64,0,9999,1,1
CTM,Level,Y,N,35.0,20,22.64,0,9999,1,1
MSM,Level with CI,N,Y,54.0,30,20.01,0,556,0,1
Direct,Level,Y,N,45.0,25,28.24,0,582,0,1
CTM,Decreasing,N,N,44.0,20,87.32,0,582,0,1
Direct,Level,N,Y,29.0,5,35.1,0,578,0,1
Direct,Level with CI,Y,N,29.0,20,20.99,0,578,0,1
Direct,Level,Y,N,39.0,20,10.87,1,538,0,1
CTM,Level,Y,N,50.0,5,7.01,1,538,0,1
Direct,Level with CI,N,N,37.0,30,7.01,1,538,0,1
Direct,Level,Y,N,35.0,20,6.53,1,538,0,1
Direct,Decreasing with CI,Y,N,55.0,10,6.44,1,538,0,1
CTM,Level,Y,N,46.0,30,9.97,1,538,0,1
CTM,Decreasing with CI,N,N,33.0,10,6.92,1,538,0,1
MSM,Decreasing with CI,Y,Y,48.0,10,6.46,1,538,0,1
CTM,Decreasing accelerated,Y,N,49.0,15,6.82,1,538,0,1
CTM,Level with CI,N,N,47.0,20,7.01,1,538,0,1
MSM,Level,N,N,41.0,20,22.64,0,9999,1,1
CTM,Level accelerated,Y,Y,52.0,20,24.69,1,542,0,1
MSM,Level accelerated,Y,N,55.0,5,16.08,1,542,0,1
CTM,Level,Y,Y,53.0,20,16.08,1,542,0,1
Direct,Level with CI,N,N,46.0,10,34.09,1,9999,1,1
Direct,Level with CI,Y,Y,41.0,30,20.11,0,571,0,1
MSM,Decreasing,Y,N,48.0,25,20.11,0,571,0,1
Direct,Decreasing,Y,N,47.0,30,32.77,0,571,0,1
Direct,Level,Y,N,41.0,10,21.43,0,571,0,1
MSM,Level,N,Y,33.0,20,31.05,0,571,0,1
MSM,Level with CI,Y,Y,48.0,10,64.98,1,9999,1,1
CTM,Level,Y,Y,48.0,20,34.46,1,9999,1,1
CTM,Decreasing with CI,Y,N,41.0,20,34.46,1,9999,1,1
CTM,Level,Y,N,47.0,15,34.46,1,9999,1,1
MSM,Level,Y,Y,49.0,35,30.19,0,571,0,1
Direct,Decreasing,Y,N,45.0,40,8.09,1,522,0,1
Direct,Level,N,N,40.0,20,8.09,1,522,0,1
MSM,Level,N,N,54.0,30,9.8,1,522,0,1
Direct,Decreasing with CI,N,Y,64.0,30,31.04,0,581,0,1
Direct,Level,Y,N,40.0,10,6.92,0,9999,1,1
Direct,Decreasing with CI,Y,N,43.0,20,6.92,0,9999,1,1
CTM,Level,N,N,34.0,20,6.92,0,9999,1,1
CTM,Level,Y,Y,51.0,25,8.46,0,9999,1,1
CTM,Level with CI,Y,N,39.0,20,6.77,0,569,0,1
MSM,Level with CI,N,Y,50.0,15,16.02,0,569,0,1
CTM,Level with CI,Y,N,32.0,35,21.63,0,569,0,1
Direct,Decreasing,Y,Y,44.0,20,21.63,0,569,0,1
Direct,Level with CI,Y,Y,48.0,30,16.02,0,569,0,1
CTM,Level,Y,Y,57.0,10,19.8,0,551,0,1
CTM,Decreasing with CI,N,N,38.0,20,131.76,0,9999,1,1
CTM,Level,Y,N,48.0,30,22.88,1,558,0,1
MSM,Level,Y,Y,46.0,25,28.47,1,558,0,1
MSM,Decreasing with CI,Y,N,46.0,20,32.62,1,558,0,1
CTM,Level,N,N,39.0,10,25.7,1,558,0,1
Direct,Level with CI,Y,N,34.0,20,19.66,1,558,0,1
Direct,Level,Y,N,44.0,10,19.66,1,558,0,1
Direct,Decreasing with CI,Y,N,51.0,20,34.09,1,9999,1,1
CTM,Level,N,Y,54.0,20,13.63,0,543,0,1
Direct,Level,Y,N,41.0,20,13.63,0,543,0,1
MSM,Level with CI,Y,Y,37.0,25,11.14,0,551,0,1
MSM,Decreasing,N,N,37.0,20,3.29,0,578,0,1
MSM,Level accelerated,N,N,42.0,10,3.29,0,578,0,1
CTM,Level,N,Y,34.0,10,34.82,0,531,0,1
CTM,Decreasing,Y,N,44.0,10,34.82,0,531,0,1
CTM,Level,N,Y,37.0,15,33.31,0,531,0,1
CTM,Level,N,Y,46.0,30,34.42,0,531,0,1
Direct,Level,N,N,36.0,20,38.6,0,531,0,1
MSM,Level,N,N,45.0,20,50.13,0,531,0,1
MSM,Decreasing with CI,Y,N,56.0,5,33.31,0,531,0,1
CTM,Level,Y,N,53.0,5,47.74,0,531,0,1
CTM,Decreasing with CI,Y,Y,52.0,10,48.41,1,571,0,1
Direct,Level with CI,Y,Y,45.0,10,48.41,1,571,0,1
Direct,Decreasing,N,Y,53.0,20,48.41,1,571,0,1
MSM,Decreasing,Y,N,57.0,10,24.22,0,558,0,1
MSM,Level accelerated,N,Y,59.0,5,24.22,0,558,0,1
MSM,Level with CI,Y,N,30.0,15,24.22,0,558,0,1
Direct,Level with CI,Y,N,42.0,30,10.0,0,564,0,1
CTM,Decreasing with CI,Y,N,42.0,5,10.0,0,564,0,1
CTM,Decreasing with CI,Y,N,39.0,40,24.89,0,498,1,1
Direct,Level with CI,Y,N,33.0,20,10.34,0,564,0,1
CTM,Level,N,N,53.0,30,8.19,0,564,0,1
Direct,Level,N,N,54.0,20,8.19,0,564,0,1
Direct,Decreasing with CI,N,Y,32.0,20,8.19,0,564,0,1
CTM,Decreasing accelerated,Y,N,52.0,30,14.97,0,564,0,1
CTM,Decreasing with CI,Y,Y,47.0,20,8.19,0,564,0,1
Direct,Decreasing with CI,Y,N,34.0,20,10.34,0,564,0,1
Direct,Level with CI,Y,N,44.0,20,47.48,1,579,0,1
CTM,Level,Y,N,37.0,20,47.48,1,579,0,1
CTM,Decreasing with CI,N,Y,44.0,30,47.48,1,579,0,1
CTM,Decreasing,Y,N,25.0,5,25.48,0,519,0,0
MSM,Level,Y,N,42.0,20,21.69,0,519,0,0
CTM,Decreasing,N,Y,44.0,20,18.97,0,519,0,0
CTM,Decreasing with CI,N,N,47.0,30,18.97,0,519,0,0
CTM,Level,N,N,51.0,15,4.07,0,539,0,1
MSM,Level with CI,Y,N,32.0,10,31.04,0,581,0,1
Direct,Level,N,N,60.0,15,18.04,0,569,0,1
Direct,Decreasing with CI,Y,N,50.0,5,18.04,0,569,0,1
Direct,Decreasing,N,N,46.0,20,15.0,0,569,0,1
MSM,Level,N,Y,27.0,20,28.3,0,567,0,1
MSM,Decreasing with CI,N,N,45.0,20,54.96,0,567,0,1
Direct,Decreasing,Y,Y,43.0,30,116.2,0,567,0,1
CTM,Decreasing accelerated,Y,Y,45.0,5,85.58,0,567,0,1
CTM,Level,Y,Y,46.0,5,107.91,0,567,0,1
Direct,Decreasing,Y,N,57.0,10,28.3,0,567,0,1
CTM,Decreasing,Y,N,46.0,10,28.3,0,567,0,1
CTM,Level,Y,Y,51.0,20,46.67,0,567,0,1
CTM,Decreasing,N,N,44.0,20,28.29,0,567,0,1
MSM,Level with CI,Y,N,48.0,15,17.28,0,569,0,1
CTM,Level,N,Y,33.0,30,64.85,0,577,0,1
CTM,Level,Y,N,50.0,30,43.69,0,577,0,1
Direct,Decreasing accelerated,Y,Y,34.0,20,15.29,0,538,0,1
Direct,Decreasing accelerated,N,N,44.0,20,15.29,0,538,0,1
Direct,Level,Y,N,44.0,30,7.45,0,9999,1,1
Direct,Decreasing with CI,Y,N,34.0,30,23.2,0,558,0,1
CTM,Level,N,N,35.0,10,10.53,0,558,0,1
MSM,Decreasing with CI,Y,Y,45.0,20,10.53,0,558,0,1
CTM,Level with CI,N,N,52.0,30,184.52,0,595,0,1
MSM,Level,Y,N,56.0,20,140.57,0,595,0,1
Direct,Decreasing,Y,Y,48.0,30,31.62,1,579,0,1
CTM,Decreasing with CI,N,Y,33.0,25,13.42,0,538,0,1
MSM,Decreasing with CI,Y,N,58.0,5,13.42,0,538,0,1
Direct,Decreasing with CI,N,N,50.0,30,13.42,0,538,0,1
Direct,Decreasing,N,Y,53.0,35,49.44,0,9999,1,1
MSM,Level with CI,Y,Y,46.0,20,33.68,0,9999,1,1
Direct,Level,N,N,59.0,20,21.06,0,9999,1,1
CTM,Decreasing,N,N,49.0,25,21.06,0,9999,1,1
CTM,Level,Y,Y,19.0,10,42.58,0,9999,1,1
CTM,Level with CI,Y,N,47.0,30,72.41,0,550,0,1
MSM,Level with CI,Y,Y,40.0,25,72.41,0,550,0,1
Direct,Level,Y,N,44.0,20,78.35,0,547,0,1
Direct,Level with CI,N,Y,49.0,25,78.35,0,547,0,1
Direct,Level,N,N,44.0,20,89.99,0,566,0,1
Direct,Level,Y,Y,34.0,20,40.05,0,573,0,1
MSM,Level with CI,Y,Y,29.0,20,121.71,0,9999,1,1
CTM,Decreasing accelerated,Y,N,40.0,35,5.93,0,588,0,1
Direct,Decreasing,Y,Y,45.0,10,36.87,0,558,0,1
CTM,Level with CI,N,Y,54.0,20,303.18,0,9999,1,1
CTM,Decreasing with CI,Y,N,32.0,20,144.82,0,9999,1,1
Direct,Decreasing with CI,N,N,47.0,20,8.03,0,9999,1,1
CTM,Level with CI,Y,N,33.0,20,34.55,0,9999,1,1
CTM,Level,Y,Y,61.0,20,15.26,0,565,0,1
CTM,Decreasing accelerated,N,N,49.0,30,15.26,0,565,0,1
MSM,Level accelerated,N,N,44.0,20,15.26,0,565,0,1
CTM,Decreasing with CI,N,N,43.0,30,16.8,0,565,0,1
Direct,Level,Y,N,28.0,15,16.8,0,565,0,1
MSM,Level with CI,Y,N,34.0,10,24.49,0,565,0,1
CTM,Level,Y,N,60.0,20,24.49,0,565,0,1
CTM,Level,Y,Y,39.0,20,24.49,0,565,0,1
MSM,Decreasing with CI,Y,Y,40.0,5,17.81,1,9999,1,1
MSM,Level,Y,N,57.0,5,17.81,1,9999,1,1
CTM,Decreasing,N,Y,26.0,10,17.81,1,9999,1,1
CTM,Level,Y,N,46.0,20,17.81,1,9999,1,1
CTM,Level,Y,N,58.0,5,21.17,0,555,0,1
MSM,Decreasing with CI,Y,Y,38.0,30,64.32,1,573,0,1
Direct,Decreasing with CI,Y,N,42.0,5,64.32,1,573,0,1
CTM,Level,N,N,45.0,20,64.32,1,573,0,1
Direct,Decreasing,N,Y,41.0,30,23.87,1,581,0,1
CTM,Level,N,N,39.0,10,51.92,0,568,0,1
Direct,Level,N,N,46.0,20,51.92,0,568,0,1
CTM,Level with CI,Y,N,47.0,20,51.92,0,568,0,1
Direct,Decreasing,N,Y,46.0,30,63.1,0,512,1,1
Direct,Level,N,N,46.0,30,16.2,0,512,1,1
CTM,Level,Y,Y,32.0,25,16.2,0,512,1,1
CTM,Decreasing with CI,Y,N,47.0,25,17.22,0,512,1,1
CTM,Level,N,Y,23.0,40,100.44,0,491,1,1
MSM,Level,N,Y,40.0,30,24.49,0,565,0,1
CTM,Level with CI,N,N,38.0,30,24.49,0,565,0,1
CTM,Level,Y,N,43.0,10,15.26,0,565,0,1
MSM,Level,Y,Y,38.0,10,22.81,0,565,0,1
Direct,Level,Y,Y,44.0,20,22.81,0,565,0,1
CTM,Level with CI,Y,N,45.0,25,26.14,0,565,0,1
CTM,Decreasing,N,N,47.0,20,19.99,1,554,0,1
CTM,Decreasing,N,Y,50.0,10,23.15,1,554,0,1
MSM,Decreasing with CI,N,N,20.0,20,25.0,1,554,0,1
CTM,Level accelerated,Y,N,58.0,20,22.5,1,554,0,1
MSM,Level,Y,N,41.0,10,22.5,1,554,0,1
CTM,Decreasing with CI,Y,Y,47.0,20,22.5,1,554,0,1
CTM,Level,Y,N,52.0,5,24.75,1,554,0,1
CTM,Level,Y,N,46.0,20,37.46,0,535,0,1
Direct,Level,Y,N,47.0,30,37.46,0,535,0,1
CTM,Level,Y,Y,46.0,30,41.05,0,555,0,1
MSM,Level with CI,Y,N,49.0,20,38.61,0,529,0,1
Direct,Level,Y,N,46.0,10,25.0,0,529,0,1
CTM,Level,N,N,47.0,40,32.42,0,537,0,1
MSM,Level,N,N,47.0,30,32.42,0,537,0,1
Direct,Level,N,N,45.0,20,36.17,0,537,0,1
MSM,Decreasing with CI,N,Y,48.0,20,36.17,0,537,0,1
MSM,Decreasing accelerated,N,N,46.0,20,36.17,0,537,0,1
Direct,Decreasing with CI,Y,N,47.0,30,15.71,0,9999,1,1
MSM,Level with CI,Y,N,41.0,30,15.71,0,9999,1,1
Direct,Level with CI,Y,N,43.0,20,24.18,0,549,0,1
CTM,Level accelerated,Y,N,40.0,30,24.18,0,549,0,1
CTM,Level with CI,Y,Y,46.0,20,24.18,0,549,0,1
CTM,Decreasing with CI,Y,N,47.0,20,55.35,0,571,0,1
CTM,Decreasing,Y,Y,45.0,30,34.67,0,571,0,1
Direct,Decreasing with CI,Y,Y,50.0,10,22.64,0,533,0,1
CTM,Level,N,N,26.0,15,22.64,0,533,0,1
CTM,Decreasing,Y,N,41.0,20,33.97,0,535,0,1
CTM,Decreasing with CI,Y,N,46.0,25,9.82,0,581,0,1
CTM,Level,Y,N,44.0,30,9.82,0,581,0,1
CTM,Decreasing accelerated,Y,N,42.0,35,15.71,0,9999,1,1
CTM,Level,N,Y,44.0,20,15.71,0,9999,1,1
MSM,Decreasing,Y,Y,46.0,10,40.0,1,549,0,1
CTM,Decreasing,Y,N,39.0,30,51.6,1,549,0,1
Direct,Decreasing with CI,N,Y,53.0,10,51.6,1,549,0,1
MSM,Decreasing with CI,N,N,32.0,30,46.11,1,549,0,1
CTM,Level,N,N,33.0,30,40.0,1,549,0,1
MSM,Decreasing,N,N,36.0,30,40.0,1,549,0,1
Direct,Decreasing,Y,N,32.0,20,50.0,0,555,0,1
CTM,Level with CI,Y,N,51.0,5,19.95,0,552,0,1
Direct,Decreasing with CI,N,N,34.0,15,19.95,0,552,0,1
MSM,Level with CI,Y,Y,59.0,30,16.35,0,587,0,1
MSM,Level with CI,N,N,52.0,5,16.35,0,587,0,1
CTM,Level with CI,Y,N,39.0,20,24.18,1,549,0,1
Direct,Decreasing,N,N,46.0,20,24.18,1,549,0,1
MSM,Level with CI,Y,Y,53.0,20,24.18,1,549,0,1
CTM,Level,N,Y,34.0,30,10.29,0,534,0,1
MSM,Level,Y,N,54.0,40,10.29,0,534,0,1
MSM,Level accelerated,Y,Y,43.0,20,9.99,0,534,0,1
Direct,Decreasing,N,N,35.0,20,9.99,0,534,0,1
CTM,Decreasing with CI,N,Y,18.0,40,9.99,0,534,0,1
CTM,Level accelerated,N,Y,38.0,20,10.29,0,534,0,1
MSM,Level,N,N,45.0,20,10.29,0,534,0,1
MSM,Decreasing,Y,N,47.0,30,24.27,1,556,0,1
CTM,Level accelerated,Y,Y,46.0,30,24.27,1,556,0,1
Direct,Level with CI,N,N,32.0,20,25.1,1,556,0,1
CTM,Level,N,Y,31.0,20,29.4,1,556,0,1
Direct,Decreasing with CI,Y,Y,33.0,30,25.1,1,556,0,1
Direct,Level,Y,N,44.0,15,25.1,1,556,0,1
CTM,Level with CI,Y,N,45.0,5,29.4,1,556,0,1
CTM,Level,N,N,29.0,5,25.1,1,556,0,1
CTM,Level,Y,Y,44.0,20,25.1,1,556,0,1
MSM,Level with CI,Y,N,54.0,20,25.1,1,556,0,1
CTM,Level,Y,N,56.0,15,25.1,1,556,0,1
MSM,Level,N,Y,44.0,20,37.99,1,556,0,1
CTM,Decreasing,N,N,30.0,10,25.1,1,556,0,1
Direct,Level with CI,Y,Y,51.0,30,37.99,1,556,0,1
CTM,Decreasing,Y,Y,47.0,20,7.81,0,588,0,1
CTM,Level accelerated,Y,N,50.0,25,41.23,0,556,0,1
Direct,Level with CI,N,N,53.0,20,41.23,0,556,0,1
Direct,Level,N,N,43.0,20,55.25,1,549,0,1
MSM,Level,N,N,47.0,20,21.16,1,568,0,1
CTM,Level,N,N,42.0,20,21.16,1,568,0,1
MSM,Level with CI,Y,N,46.0,30,23.6,1,568,0,1
Direct,Level with CI,Y,N,54.0,30,318.02,0,576,0,1
CTM,Decreasing,N,N,26.0,30,318.02,0,576,0,1
MSM,Decreasing with CI,Y,N,49.0,30,40.43,0,542,0,1
Direct,Decreasing with CI,Y,N,45.0,30,7.19,0,544,0,1
CTM,Level,Y,Y,43.0,10,13.15,0,544,0,1
CTM,Level with CI,Y,N,44.0,20,14.74,0,544,0,1
CTM,Decreasing with CI,Y,N,51.0,20,4.76,0,544,0,1
CTM,Decreasing with CI,N,Y,46.0,30,25.24,1,579,0,1
Direct,Decreasing accelerated,N,Y,47.0,20,25.24,1,579,0,1
Direct,Decreasing with CI,Y,Y,37.0,20,25.24,1,579,0,1
MSM,Level with CI,Y,N,33.0,20,7.0,1,574,0,1
Direct,Level with CI,N,N,42.0,20,7.0,1,574,0,1
Direct,Level,Y,N,47.0,20,7.0,1,574,0,1
CTM,Decreasing with CI,Y,N,45.0,30,22.21,0,559,0,1
CTM,Level,Y,N,43.0,15,22.21,0,559,0,1
Direct,Decreasing with CI,N,Y,48.0,30,31.84,0,559,0,1
Direct,Decreasing with CI,Y,N,44.0,20,38.17,0,516,0,1
Direct,Decreasing accelerated,Y,Y,52.0,15,30.88,0,552,0,1
Direct,Level,N,Y,43.0,10,46.32,0,552,0,1
MSM,Decreasing with CI,N,N,52.0,25,39.33,0,9999,1,1
CTM,Level with CI,Y,N,47.0,20,67.66,0,9999,1,1
CTM,Level,Y,N,50.0,20,39.33,0,9999,1,1
CTM,Decreasing,N,Y,45.0,20,50.36,0,9999,1,1
MSM,Decreasing accelerated,Y,N,47.0,30,39.33,0,9999,1,1
CTM,Decreasing,Y,N,21.0,40,43.95,0,9999,1,1
Direct,Level,Y,Y,47.0,25,48.57,0,9999,1,1
MSM,Level,N,N,59.0,10,43.95,0,9999,1,1
CTM,Level,Y,N,47.0,10,12.02,0,9999,1,1
Direct,Level,Y,N,45.0,20,54.45,0,9999,1,1
CTM,Level accelerated,Y,Y,45.0,30,8.8,1,562,0,1
CTM,Level with CI,N,N,54.0,20,8.8,1,562,0,1
CTM,Level with CI,Y,N,46.0,10,8.8,1,562,0,1
CTM,Level with CI,Y,Y,33.0,30,6.04,1,580,0,1
CTM,Decreasing,Y,Y,38.0,10,15.69,0,569,0,1
CTM,Decreasing with CI,Y,N,34.0,30,15.69,0,569,0,1
MSM,Decreasing with CI,Y,Y,44.0,20,15.69,0,569,0,1
MSM,Level accelerated,Y,N,45.0,30,15.31,1,558,0,1
