Channel,Product,Smoker,Joint?,Person1 Age,Term,TotalPremium,Sale,JF (Score),EF (No. of people not same surname at current address),ND (Months since last CCJ)
Direct,Level,N,N,51.0,35,17.27,N,578,4.0,-999997.0
Direct,Decreasing with CI,Y,N,53.0,20,12.62,N,578,4.0,-999997.0
CTM,Level,N,Y,34.0,20,17.27,N,578,4.0,-999997.0
MSM,Level with CI,N,Y,47.0,25,7.0,N,569,3.0,-999997.0
CTM,Level,N,N,45.0,30,9.64,N,569,3.0,-999997.0
CTM,Decreasing,N,Y,53.0,35,7.87,N,569,3.0,-999997.0
MSM,Decreasing,Y,Y,47.0,20,7.87,N,569,3.0,-999997.0
CTM,Decreasing accelerated,Y,Y,27.0,20,8.06,N,549,10.0,-999997.0
CTM,Level with CI,N,N,53.0,20,8.06,N,549,10.0,-999997.0
CTM,Decreasing,Y,N,57.0,20,38.63,N,549,0.0,-999997.0
CTM,Decreasing with CI,Y,Y,42.0,30,14.35,N,556,7.0,-999997.0
CTM,Decreasing accelerated,Y,N,47.0,20,22.0,N,566,2.0,-999997.0
CTM,Decreasing with CI,N,N,33.0,10,17.27,N,578,4.0,-999997.0
Direct,Level,Y,Y,26.0,5,11.01,Y,9999,,
MSM,Level,Y,N,44.0,10,11.01,Y,9999,,
CTM,Decreasing,Y,N,34.0,10,11.01,Y,9999,,
MSM,Level,Y,Y,56.0,25,18.54,Y,9999,,
MSM,Level,N,N,40.0,5,16.03,Y,9999,,
CTM,Decreasing with CI,Y,N,33.0,20,15.49,Y,9999,,
Direct,Decreasing with CI,Y,Y,38.0,30,11.01,Y,9999,,
Direct,Level,Y,Y,58.0,25,10.53,Y,9999,,
CTM,Decreasing accelerated,Y,N,47.0,10,11.01,Y,9999,,
CTM,Decreasing with CI,Y,Y,44.0,20,19.15,Y,9999,,
CTM,Level with CI,Y,N,50.0,20,9.31,N,9999,,
CTM,Decreasing with CI,Y,N,43.0,15,9.31,N,9999,,
CTM,Level,Y,Y,43.0,10,9.31,N,9999,,
CTM,Level accelerated,Y,Y,45.0,20,51.25,N,9999,,
MSM,Level,Y,Y,59.0,5,59.61,N,557,7.0,-999997.0
Direct,Decreasing with CI,N,N,46.0,20,35.52,N,557,7.0,-999997.0
CTM,Level accelerated,Y,N,51.0,30,35.52,N,557,7.0,-999997.0
CTM,Level,N,Y,45.0,20,32.95,N,551,5.0,-999997.0
MSM,Decreasing accelerated,Y,N,53.0,15,112.29,N,551,5.0,-999997.0
Direct,Level,Y,N,33.0,5,41.25,N,572,16.0,-999997.0
Direct,Level,Y,N,50.0,20,41.25,N,572,16.0,-999997.0
MSM,Decreasing,N,N,40.0,20,63.33,N,551,5.0,-999997.0
Direct,Level,N,N,37.0,35,69.22,N,551,5.0,-999997.0
Direct,Decreasing with CI,N,Y,42.0,20,32.95,N,551,5.0,-999997.0
Direct,Level,Y,N,44.0,40,20.11,N,566,6.0,-999997.0
CTM,Decreasing,N,Y,45.0,5,76.04,N,566,6.0,-999997.0
CTM,Decreasing with CI,Y,N,44.0,20,70.57,N,566,6.0,-999997.0
Direct,Level,Y,N,47.0,30,83.34,N,566,6.0,-999997.0
MSM,Level,Y,Y,33.0,30,88.81,N,566,6.0,-999997.0
CTM,Level,Y,N,42.0,30,88.81,N,566,6.0,-999997.0
CTM,Level,Y,N,37.0,25,12.91,N,569,11.0,-999997.0
Direct,Level,Y,N,63.0,20,9.0,Y,569,11.0,-999997.0
CTM,Level,N,N,40.0,30,9.0,Y,569,11.0,-999997.0
MSM,Level with CI,N,N,45.0,30,9.0,Y,569,11.0,-999997.0
Direct,Decreasing,Y,N,41.0,30,8.06,N,569,11.0,-999997.0
CTM,Decreasing with CI,Y,N,42.0,5,7.88,Y,569,11.0,-999997.0
MSM,Level with CI,N,Y,39.0,20,34.02,Y,562,10.0,-999997.0
CTM,Decreasing with CI,N,N,45.0,30,23.66,Y,562,10.0,-999997.0
CTM,Level,Y,N,34.0,20,25.24,N,579,3.0,-999997.0
CTM,Decreasing accelerated,Y,Y,49.0,20,25.24,N,579,3.0,-999997.0
MSM,Level with CI,N,N,47.0,30,10.59,N,575,8.0,-999997.0
MSM,Level,Y,N,43.0,20,10.59,N,575,8.0,-999997.0
CTM,Level with CI,Y,Y,59.0,20,20.88,N,572,7.0,-999997.0
CTM,Level with CI,Y,Y,35.0,20,20.88,N,572,7.0,-999997.0
CTM,Decreasing accelerated,Y,Y,63.0,15,5.06,N,9999,,
CTM,Decreasing with CI,Y,N,51.0,10,5.06,N,9999,,
Direct,Level,N,N,45.0,40,5.06,N,9999,,
CTM,Level with CI,Y,N,45.0,5,5.06,N,9999,,
CTM,Level with CI,Y,N,29.0,30,9.99,Y,546,5.0,-999997.0
CTM,Decreasing with CI,N,N,42.0,30,9.99,Y,546,5.0,-999997.0
MSM,Level,N,Y,35.0,20,62.0,N,551,32.0,-999997.0
Direct,Level with CI,Y,Y,49.0,10,6.29,Y,569,11.0,-999997.0
MSM,Level,N,N,50.0,20,27.43,N,9999,,
Direct,Level,Y,Y,58.0,5,29.17,N,574,3.0,-999997.0
Direct,Level with CI,Y,Y,54.0,30,29.17,N,574,3.0,-999997.0
CTM,Decreasing with CI,Y,N,47.0,5,29.17,N,574,3.0,-999997.0
Direct,Decreasing with CI,Y,Y,47.0,10,23.66,Y,562,10.0,-999997.0
Direct,Level with CI,N,N,44.0,40,82.46,N,9999,,
MSM,Level with CI,Y,N,59.0,20,82.46,N,9999,,
MSM,Decreasing accelerated,Y,N,47.0,20,115.05,N,9999,,
CTM,Level,Y,Y,58.0,30,10.84,N,9999,,
MSM,Level,Y,N,47.0,20,20.99,N,9999,,
CTM,Level,Y,N,33.0,40,12.64,N,559,4.0,-999997.0
MSM,Level,Y,N,47.0,20,12.64,N,559,4.0,-999997.0
MSM,Level accelerated,Y,N,23.0,20,14.55,N,559,4.0,-999997.0
Direct,Level,Y,Y,45.0,20,10.89,N,9999,,
CTM,Decreasing,Y,Y,46.0,20,54.7,N,577,8.0,-999997.0
CTM,Decreasing,N,Y,58.0,25,54.7,N,577,8.0,-999997.0
Direct,Level,Y,N,46.0,30,36.28,N,566,4.0,-999997.0
MSM,Level with CI,N,N,39.0,30,68.22,N,566,4.0,-999997.0
Direct,Decreasing,Y,N,31.0,20,36.28,N,566,4.0,-999997.0
CTM,Decreasing with CI,N,N,37.0,30,23.81,N,566,4.0,-999997.0
MSM,Level with CI,N,N,45.0,20,62.76,N,9999,,
MSM,Decreasing,Y,Y,35.0,20,11.6,N,587,2.0,-999997.0
CTM,Level,Y,Y,33.0,30,21.37,N,584,1.0,-999997.0
Direct,Decreasing accelerated,Y,Y,45.0,10,20.79,N,584,1.0,-999997.0
CTM,Decreasing,Y,Y,38.0,20,20.79,N,584,1.0,-999997.0
MSM,Level,N,N,26.0,10,52.72,N,556,5.0,-999997.0
CTM,Decreasing with CI,Y,N,52.0,20,52.72,N,556,5.0,-999997.0
Direct,Decreasing,N,Y,42.0,20,15.76,N,577,6.0,-999997.0
CTM,Level with CI,Y,N,42.0,30,15.76,N,577,6.0,-999997.0
MSM,Level,N,Y,44.0,10,71.02,N,568,12.0,-999997.0
CTM,Decreasing,Y,Y,51.0,20,71.02,N,568,12.0,-999997.0
CTM,Level,Y,N,46.0,25,12.56,N,568,3.0,-999997.0
CTM,Level with CI,N,Y,45.0,30,14.53,N,559,5.0,-999997.0
MSM,Level,N,N,44.0,40,14.53,N,559,5.0,-999997.0
CTM,Level,N,N,49.0,20,16.7,N,574,3.0,-999997.0
CTM,Level with CI,Y,Y,47.0,20,16.7,N,574,3.0,-999997.0
Direct,Decreasing accelerated,N,Y,39.0,30,18.57,N,562,6.0,-999997.0
Direct,Decreasing with CI,N,Y,49.0,20,20.0,N,562,6.0,-999997.0
Direct,Decreasing,Y,Y,36.0,10,20.0,N,562,6.0,-999997.0
CTM,Level,N,N,52.0,30,10.72,N,579,2.0,-999997.0
MSM,Decreasing with CI,Y,N,50.0,10,10.72,N,579,2.0,-999997.0
Direct,Level,Y,Y,29.0,5,33.76,N,489,-999997.0,
MSM,Decreasing with CI,N,N,40.0,20,33.76,N,489,-999997.0,
CTM,Level,Y,N,34.0,5,11.09,N,568,12.0,-999997.0
MSM,Decreasing with CI,Y,Y,42.0,30,8.62,N,568,12.0,-999997.0
Direct,Level,Y,N,22.0,30,28.37,N,548,9.0,-999997.0
MSM,Decreasing with CI,N,Y,39.0,5,28.37,N,548,9.0,-999997.0
Direct,Level,Y,Y,47.0,30,28.37,N,548,9.0,-999997.0
CTM,Level,N,Y,47.0,20,14.28,N,556,0.0,-999997.0
Direct,Level,Y,N,20.0,5,14.28,N,556,0.0,-999997.0
CTM,Level,Y,N,46.0,20,16.84,N,556,0.0,-999997.0
MSM,Level,Y,Y,44.0,20,17.77,N,556,0.0,-999997.0
CTM,Decreasing,Y,Y,48.0,10,17.31,N,556,0.0,-999997.0
MSM,Level,N,Y,41.0,30,68.98,N,566,30.0,-999997.0
Direct,Decreasing with CI,Y,Y,33.0,20,68.98,N,566,30.0,-999997.0
CTM,Level,Y,N,44.0,25,9.1,N,566,30.0,-999997.0
CTM,Level,Y,Y,39.0,10,9.1,N,566,30.0,-999997.0
CTM,Decreasing with CI,Y,Y,46.0,20,32.08,N,566,30.0,-999997.0
Direct,Decreasing,Y,N,46.0,20,32.68,N,550,11.0,-999997.0
Direct,Level with CI,Y,N,44.0,5,53.8,N,523,34.0,37.0
Direct,Level with CI,Y,N,43.0,20,45.92,N,523,34.0,37.0
MSM,Level,N,Y,47.0,5,53.8,N,523,34.0,37.0
Direct,Decreasing,N,N,56.0,20,109.54,N,523,34.0,37.0
CTM,Level,Y,N,35.0,20,51.0,N,523,34.0,37.0
Direct,Decreasing with CI,N,N,53.0,20,4.93,N,9999,,
Direct,Level,Y,N,51.0,20,68.7,N,560,5.0,-999997.0
CTM,Decreasing accelerated,N,Y,40.0,30,41.72,N,560,5.0,-999997.0
CTM,Level accelerated,Y,N,63.0,30,41.72,N,560,5.0,-999997.0
CTM,Decreasing,N,N,40.0,30,40.2,N,560,5.0,-999997.0
CTM,Level,N,N,45.0,20,45.97,N,587,7.0,-999997.0
Direct,Level,N,N,47.0,5,10.38,N,489,-999997.0,
CTM,Decreasing with CI,Y,Y,38.0,40,7.45,N,489,-999997.0,
CTM,Decreasing with CI,Y,N,45.0,20,8.71,N,489,-999997.0,
Direct,Level,Y,N,47.0,30,53.36,N,551,6.0,-999997.0
Direct,Level,N,N,46.0,10,53.36,N,551,6.0,-999997.0
CTM,Level with CI,Y,Y,45.0,30,37.97,Y,9999,,
Direct,Decreasing,N,Y,42.0,5,37.97,Y,9999,,
MSM,Decreasing,Y,N,33.0,15,37.97,Y,9999,,
Direct,Level,Y,Y,45.0,20,10.0,N,553,11.0,-999997.0
CTM,Decreasing with CI,Y,N,44.0,20,15.0,N,553,11.0,-999997.0
Direct,Level with CI,Y,N,57.0,20,15.0,N,553,11.0,-999997.0
Direct,Decreasing,N,Y,44.0,20,20.03,Y,9999,,
CTM,Level with CI,Y,Y,44.0,20,29.62,Y,9999,,
Direct,Level,Y,N,61.0,20,17.97,Y,9999,,
MSM,Level,N,Y,46.0,20,20.03,Y,9999,,
Direct,Decreasing accelerated,Y,Y,54.0,30,26.59,N,9999,,
MSM,Decreasing accelerated,N,N,37.0,20,24.3,N,9999,,
CTM,Decreasing with CI,Y,N,40.0,15,22.6,N,9999,,
CTM,Decreasing accelerated,Y,N,24.0,30,17.55,N,9999,,
Direct,Level with CI,Y,Y,55.0,30,22.56,N,9999,,
CTM,Level,Y,Y,43.0,20,18.35,N,9999,,
Direct,Level,N,N,53.0,30,18.35,N,9999,,
CTM,Level,N,Y,53.0,15,22.56,N,9999,,
MSM,Decreasing,Y,Y,49.0,15,38.67,N,549,10.0,-999997.0
MSM,Level,N,N,29.0,10,38.67,N,549,10.0,-999997.0
MSM,Level,Y,N,46.0,15,32.68,N,550,11.0,-999997.0
CTM,Level,Y,N,48.0,10,277.32,N,9999,,
MSM,Level,N,N,41.0,20,277.32,N,9999,,
MSM,Decreasing with CI,Y,Y,39.0,20,51.0,N,523,34.0,37.0
Direct,Level with CI,N,Y,51.0,10,91.24,N,523,34.0,37.0
MSM,Level,Y,Y,44.0,5,66.26,N,523,34.0,37.0
Direct,Decreasing,Y,N,40.0,15,25.24,N,579,3.0,-999997.0
Direct,Level,Y,N,47.0,10,25.24,N,579,3.0,-999997.0
CTM,Decreasing,N,Y,42.0,30,18.13,N,572,2.0,-999997.0
MSM,Decreasing,N,N,42.0,5,7.2,N,551,7.0,-999997.0
CTM,Level,Y,N,53.0,20,10.56,N,551,7.0,-999997.0
CTM,Level,Y,N,33.0,20,11.37,N,551,7.0,-999997.0
Direct,Level,N,N,55.0,40,10.64,N,551,7.0,-999997.0
MSM,Decreasing with CI,N,Y,52.0,30,10.56,N,551,7.0,-999997.0
MSM,Level,Y,N,35.0,30,18.35,N,9999,,
CTM,Level,Y,Y,50.0,30,36.02,N,9999,,
CTM,Level with CI,N,Y,39.0,10,11.64,N,564,19.0,-999997.0
Direct,Decreasing with CI,N,N,49.0,20,11.64,N,564,19.0,-999997.0
Direct,Level with CI,Y,Y,54.0,25,11.76,N,564,19.0,-999997.0
CTM,Level with CI,Y,N,50.0,10,112.86,N,9999,,
MSM,Level with CI,Y,N,44.0,20,105.53,N,9999,,
Direct,Level,Y,Y,61.0,30,9.1,N,566,30.0,-999997.0
MSM,Decreasing with CI,Y,Y,45.0,30,5.36,N,9999,,
CTM,Decreasing with CI,Y,Y,56.0,20,46.38,N,545,28.0,-999997.0
CTM,Level,Y,N,49.0,20,18.38,N,568,12.0,-999997.0
CTM,Decreasing accelerated,Y,Y,39.0,10,18.38,N,568,12.0,-999997.0
CTM,Decreasing,Y,Y,44.0,30,18.38,N,568,12.0,-999997.0
CTM,Level with CI,Y,Y,36.0,5,14.43,N,509,-999997.0,
Direct,Decreasing with CI,Y,N,40.0,30,14.43,N,509,-999997.0,
CTM,Level with CI,N,N,42.0,5,73.64,N,564,3.0,-999997.0
MSM,Decreasing,N,N,35.0,30,14.95,N,564,3.0,-999997.0
CTM,Level,Y,N,47.0,20,38.59,N,564,3.0,-999997.0
MSM,Level with CI,Y,Y,43.0,30,14.95,N,564,3.0,-999997.0
CTM,Level,Y,N,33.0,20,55.15,N,549,11.0,-999997.0
MSM,Level,N,N,50.0,20,55.15,N,549,11.0,-999997.0
CTM,Level,N,Y,44.0,20,24.1,Y,581,6.0,-999997.0
Direct,Decreasing with CI,Y,Y,19.0,30,24.1,Y,581,6.0,-999997.0
Direct,Level with CI,N,N,35.0,30,24.1,Y,581,6.0,-999997.0
Direct,Level with CI,Y,Y,45.0,5,24.1,Y,581,6.0,-999997.0
Direct,Level,N,Y,43.0,20,24.1,N,581,6.0,-999997.0
Direct,Level,Y,N,39.0,20,30.01,N,570,7.0,-999997.0
CTM,Decreasing with CI,N,Y,43.0,20,30.01,N,570,7.0,-999997.0
CTM,Decreasing,N,N,51.0,15,40.0,N,570,7.0,-999997.0
CTM,Level,N,N,34.0,10,15.0,N,570,7.0,-999997.0
MSM,Decreasing,Y,Y,42.0,30,35.15,Y,575,3.0,-999997.0
CTM,Level,Y,N,37.0,20,34.45,Y,575,3.0,-999997.0
CTM,Decreasing,N,N,56.0,10,37.95,Y,575,3.0,-999997.0
MSM,Level with CI,N,N,34.0,20,36.78,Y,575,3.0,-999997.0
CTM,Level,Y,Y,38.0,30,35.61,Y,575,3.0,-999997.0
Direct,Decreasing with CI,Y,Y,33.0,30,12.35,N,539,4.0,-999997.0
CTM,Level,Y,N,39.0,30,10.47,N,539,4.0,-999997.0
MSM,Level,N,N,45.0,10,17.75,N,539,4.0,-999997.0
CTM,Level with CI,N,N,37.0,5,12.35,N,539,4.0,-999997.0
CTM,Level,N,N,33.0,5,12.35,N,539,4.0,-999997.0
MSM,Decreasing with CI,Y,Y,54.0,30,12.35,N,539,4.0,-999997.0
CTM,Decreasing,N,Y,43.0,20,12.35,N,539,4.0,-999997.0
Direct,Decreasing with CI,N,Y,40.0,20,8.56,N,539,3.0,-999997.0
CTM,Decreasing with CI,Y,Y,54.0,20,8.56,N,539,3.0,-999997.0
CTM,Level,N,N,53.0,10,38.95,N,531,7.0,-999997.0
CTM,Level,Y,Y,36.0,30,38.32,N,531,7.0,-999997.0
Direct,Decreasing,Y,N,52.0,20,39.6,N,531,7.0,-999997.0
Direct,Level with CI,N,N,45.0,40,38.32,N,531,7.0,-999997.0
CTM,Decreasing,N,N,44.0,15,30.26,N,9999,,
CTM,Decreasing,Y,N,41.0,15,126.31,N,9999,,
MSM,Level accelerated,N,N,23.0,30,126.31,N,9999,,
CTM,Level,N,N,35.0,20,35.61,Y,575,3.0,-999997.0
Direct,Level,N,N,43.0,10,35.61,Y,575,3.0,-999997.0
MSM,Level,Y,N,45.0,20,35.38,Y,575,3.0,-999997.0
MSM,Decreasing,Y,N,46.0,40,32.12,Y,575,3.0,-999997.0
CTM,Level accelerated,N,Y,42.0,30,37.95,Y,575,3.0,-999997.0
CTM,Level,Y,Y,52.0,10,37.46,Y,575,3.0,-999997.0
CTM,Level accelerated,N,N,39.0,25,40.43,Y,575,3.0,-999997.0
CTM,Level,Y,N,45.0,20,37.94,N,562,9.0,-999997.0
MSM,Level with CI,N,N,32.0,30,14.95,N,564,3.0,-999997.0
MSM,Level with CI,Y,Y,50.0,20,29.72,N,555,9.0,-999997.0
CTM,Decreasing accelerated,Y,Y,46.0,5,26.08,N,555,9.0,-999997.0
CTM,Decreasing,Y,Y,52.0,20,10.0,N,555,9.0,-999997.0
CTM,Level with CI,N,Y,42.0,20,15.0,N,555,9.0,-999997.0
Direct,Decreasing accelerated,N,Y,50.0,30,15.0,N,555,9.0,-999997.0
MSM,Level,Y,Y,44.0,5,18.91,N,555,9.0,-999997.0
Direct,Decreasing with CI,N,N,60.0,20,30.0,N,555,9.0,-999997.0
MSM,Level,N,Y,56.0,20,18.79,N,555,9.0,-999997.0
CTM,Decreasing with CI,Y,N,59.0,20,17.58,N,555,9.0,-999997.0
CTM,Level,Y,N,54.0,30,75.54,N,560,9.0,-999997.0
CTM,Level,N,N,57.0,25,55.82,N,545,28.0,-999997.0
CTM,Level,N,Y,48.0,30,49.38,N,545,28.0,-999997.0
CTM,Decreasing with CI,Y,Y,34.0,40,49.38,N,545,28.0,-999997.0
Direct,Decreasing with CI,Y,Y,46.0,35,58.82,N,545,28.0,-999997.0
Direct,Level accelerated,N,N,29.0,10,46.38,N,545,28.0,-999997.0
MSM,Decreasing with CI,Y,N,48.0,20,20.01,N,556,6.0,-999997.0
Direct,Level,Y,N,52.0,20,20.06,N,556,6.0,-999997.0
MSM,Level with CI,N,Y,54.0,20,5.9,N,479,-999997.0,
MSM,Decreasing accelerated,N,N,51.0,10,5.9,N,479,-999997.0,
MSM,Decreasing,Y,N,43.0,30,5.9,N,479,-999997.0,
MSM,Decreasing with CI,N,N,23.0,5,75.54,N,560,9.0,-999997.0
CTM,Level,Y,Y,47.0,10,75.54,N,560,9.0,-999997.0
MSM,Decreasing,N,N,47.0,20,75.54,N,560,9.0,-999997.0
Direct,Level with CI,Y,N,52.0,40,112.51,N,557,30.0,-999997.0
CTM,Level,N,N,51.0,30,40.28,N,557,30.0,-999997.0
Direct,Level,N,N,46.0,40,18.79,N,555,9.0,-999997.0
Direct,Level,Y,N,51.0,30,22.43,N,555,9.0,-999997.0
CTM,Level,Y,Y,23.0,25,20.0,N,582,7.0,-999997.0
Direct,Level,N,N,61.0,30,20.0,N,582,7.0,-999997.0
MSM,Level with CI,Y,N,33.0,20,20.02,N,557,2.0,-999997.0
CTM,Decreasing with CI,Y,N,49.0,5,9.8,N,557,2.0,-999997.0
Direct,Level,N,N,32.0,5,8.09,Y,522,4.0,-999997.0
Direct,Level,Y,Y,42.0,10,8.79,Y,522,4.0,-999997.0
MSM,Decreasing,N,N,52.0,20,75.54,N,560,9.0,-999997.0
CTM,Decreasing with CI,Y,N,50.0,30,75.54,N,560,9.0,-999997.0
MSM,Decreasing with CI,N,N,51.0,20,22.64,N,9999,,
CTM,Level,Y,N,35.0,20,22.64,N,9999,,
MSM,Level with CI,N,Y,54.0,30,20.01,N,556,6.0,-999997.0
Direct,Level,Y,N,45.0,25,28.24,N,582,1.0,-999997.0
CTM,Decreasing,N,N,44.0,20,87.32,N,582,1.0,-999997.0
Direct,Level,N,Y,29.0,5,35.1,N,578,0.0,-999997.0
Direct,Level with CI,Y,N,29.0,20,20.99,N,578,0.0,-999997.0
Direct,Level,Y,N,39.0,20,10.87,Y,538,7.0,-999997.0
CTM,Level,Y,N,50.0,5,7.01,Y,538,7.0,-999997.0
Direct,Level with CI,N,N,37.0,30,7.01,Y,538,7.0,-999997.0
Direct,Level,Y,N,35.0,20,6.53,Y,538,7.0,-999997.0
Direct,Decreasing with CI,Y,N,55.0,10,6.44,Y,538,7.0,-999997.0
CTM,Level,Y,N,46.0,30,9.97,Y,538,7.0,-999997.0
CTM,Decreasing with CI,N,N,33.0,10,6.92,Y,538,7.0,-999997.0
MSM,Decreasing with CI,Y,Y,48.0,10,6.46,Y,538,7.0,-999997.0
CTM,Decreasing accelerated,Y,N,49.0,15,6.82,Y,538,7.0,-999997.0
CTM,Level with CI,N,N,47.0,20,7.01,Y,538,7.0,-999997.0
MSM,Level,N,N,41.0,20,22.64,N,9999,,
CTM,Level accelerated,Y,Y,52.0,20,24.69,Y,542,6.0,-999997.0
MSM,Level accelerated,Y,N,55.0,5,16.08,Y,542,6.0,-999997.0
CTM,Level,Y,Y,53.0,20,16.08,Y,542,6.0,-999997.0
Direct,Level with CI,N,N,46.0,10,34.09,Y,9999,,
Direct,Level with CI,Y,Y,41.0,30,20.11,N,571,1.0,-999997.0
MSM,Decreasing,Y,N,48.0,25,20.11,N,571,1.0,-999997.0
Direct,Decreasing,Y,N,47.0,30,32.77,N,571,1.0,-999997.0
Direct,Level,Y,N,41.0,10,21.43,N,571,1.0,-999997.0
MSM,Level,N,Y,33.0,20,31.05,N,571,1.0,-999997.0
MSM,Level with CI,Y,Y,48.0,10,64.98,Y,9999,,
CTM,Level,Y,Y,48.0,20,34.46,Y,9999,,
CTM,Decreasing with CI,Y,N,41.0,20,34.46,Y,9999,,
CTM,Level,Y,N,47.0,15,34.46,Y,9999,,
MSM,Level,Y,Y,49.0,35,30.19,N,571,1.0,-999997.0
Direct,Decreasing,Y,N,45.0,40,8.09,Y,522,4.0,-999997.0
Direct,Level,N,N,40.0,20,8.09,Y,522,4.0,-999997.0
MSM,Level,N,N,54.0,30,9.8,Y,522,4.0,-999997.0
Direct,Decreasing with CI,N,Y,64.0,30,31.04,N,581,6.0,-999997.0
Direct,Level,Y,N,40.0,10,6.92,N,9999,,
Direct,Decreasing with CI,Y,N,43.0,20,6.92,N,9999,,
CTM,Level,N,N,34.0,20,6.92,N,9999,,
CTM,Level,Y,Y,51.0,25,8.46,N,9999,,
CTM,Level with CI,Y,N,39.0,20,6.77,N,569,6.0,-999997.0
MSM,Level with CI,N,Y,50.0,15,16.02,N,569,6.0,-999997.0
CTM,Level with CI,Y,N,32.0,35,21.63,N,569,6.0,-999997.0
Direct,Decreasing,Y,Y,44.0,20,21.63,N,569,6.0,-999997.0
Direct,Level with CI,Y,Y,48.0,30,16.02,N,569,6.0,-999997.0
CTM,Level,Y,Y,57.0,10,19.8,N,551,32.0,-999997.0
CTM,Decreasing with CI,N,N,38.0,20,131.76,N,9999,,
CTM,Level,Y,N,48.0,30,22.88,Y,558,5.0,-999997.0
MSM,Level,Y,Y,46.0,25,28.47,Y,558,5.0,-999997.0
MSM,Decreasing with CI,Y,N,46.0,20,32.62,Y,558,5.0,-999997.0
CTM,Level,N,N,39.0,10,25.7,Y,558,5.0,-999997.0
Direct,Level with CI,Y,N,34.0,20,19.66,Y,558,5.0,-999997.0
Direct,Level,Y,N,44.0,10,19.66,Y,558,5.0,-999997.0
Direct,Decreasing with CI,Y,N,51.0,20,34.09,Y,9999,,
CTM,Level,N,Y,54.0,20,13.63,N,543,1.0,-999997.0
Direct,Level,Y,N,41.0,20,13.63,N,543,1.0,-999997.0
MSM,Level with CI,Y,Y,37.0,25,11.14,N,551,7.0,-999997.0
MSM,Decreasing,N,N,37.0,20,3.29,N,578,0.0,-999997.0
MSM,Level accelerated,N,N,42.0,10,3.29,N,578,0.0,-999997.0
CTM,Level,N,Y,34.0,10,34.82,N,531,7.0,-999997.0
CTM,Decreasing,Y,N,44.0,10,34.82,N,531,7.0,-999997.0
CTM,Level,N,Y,37.0,15,33.31,N,531,7.0,-999997.0
CTM,Level,N,Y,46.0,30,34.42,N,531,7.0,-999997.0
Direct,Level,N,N,36.0,20,38.6,N,531,7.0,-999997.0
MSM,Level,N,N,45.0,20,50.13,N,531,7.0,-999997.0
MSM,Decreasing with CI,Y,N,56.0,5,33.31,N,531,7.0,-999997.0
CTM,Level,Y,N,53.0,5,47.74,N,531,7.0,-999997.0
CTM,Decreasing with CI,Y,Y,52.0,10,48.41,Y,571,1.0,-999997.0
Direct,Level with CI,Y,Y,45.0,10,48.41,Y,571,1.0,-999997.0
Direct,Decreasing,N,Y,53.0,20,48.41,Y,571,1.0,-999997.0
MSM,Decreasing,Y,N,57.0,10,24.22,N,558,15.0,-999997.0
MSM,Level accelerated,N,Y,59.0,5,24.22,N,558,15.0,-999997.0
MSM,Level with CI,Y,N,30.0,15,24.22,N,558,15.0,-999997.0
Direct,Level with CI,Y,N,42.0,30,10.0,N,564,7.0,-999997.0
CTM,Decreasing with CI,Y,N,42.0,5,10.0,N,564,7.0,-999997.0
CTM,Decreasing with CI,Y,N,39.0,40,24.89,N,498,-999997.0,
Direct,Level with CI,Y,N,33.0,20,10.34,N,564,5.0,-999997.0
CTM,Level,N,N,53.0,30,8.19,N,564,5.0,-999997.0
Direct,Level,N,N,54.0,20,8.19,N,564,5.0,-999997.0
Direct,Decreasing with CI,N,Y,32.0,20,8.19,N,564,5.0,-999997.0
CTM,Decreasing accelerated,Y,N,52.0,30,14.97,N,564,5.0,-999997.0
CTM,Decreasing with CI,Y,Y,47.0,20,8.19,N,564,5.0,-999997.0
Direct,Decreasing with CI,Y,N,34.0,20,10.34,N,564,5.0,-999997.0
Direct,Level with CI,Y,N,44.0,20,47.48,Y,579,6.0,-999997.0
CTM,Level,Y,N,37.0,20,47.48,Y,579,6.0,-999997.0
CTM,Decreasing with CI,N,Y,44.0,30,47.48,Y,579,6.0,-999997.0
CTM,Decreasing,Y,N,25.0,5,25.48,N,519,4.0,36.0
MSM,Level,Y,N,42.0,20,21.69,N,519,4.0,36.0
CTM,Decreasing,N,Y,44.0,20,18.97,N,519,4.0,36.0
CTM,Decreasing with CI,N,N,47.0,30,18.97,N,519,4.0,36.0
CTM,Level,N,N,51.0,15,4.07,N,539,6.0,-999997.0
MSM,Level with CI,Y,N,32.0,10,31.04,N,581,6.0,-999997.0
Direct,Level,N,N,60.0,15,18.04,N,569,4.0,-999997.0
Direct,Decreasing with CI,Y,N,50.0,5,18.04,N,569,4.0,-999997.0
Direct,Decreasing,N,N,46.0,20,15.0,N,569,4.0,-999997.0
MSM,Level,N,Y,27.0,20,28.3,N,567,5.0,-999997.0
MSM,Decreasing with CI,N,N,45.0,20,54.96,N,567,5.0,-999997.0
Direct,Decreasing,Y,Y,43.0,30,116.2,N,567,5.0,-999997.0
CTM,Decreasing accelerated,Y,Y,45.0,5,85.58,N,567,5.0,-999997.0
CTM,Level,Y,Y,46.0,5,107.91,N,567,5.0,-999997.0
Direct,Decreasing,Y,N,57.0,10,28.3,N,567,5.0,-999997.0
CTM,Decreasing,Y,N,46.0,10,28.3,N,567,5.0,-999997.0
CTM,Level,Y,Y,51.0,20,46.67,N,567,5.0,-999997.0
